29,"Manatee, West Indian (^Florida)",E,"$1,945.70","$190,644.89",71.69%
30,"Chub, bonytail",E,"$1,597.26 .$192,242. 15",,72.30%
31,"Owl, Mexican spotted",T,"$1,366.80","$193,608.94",72.81%
32,"Chub, humpback",E,"$1,344.26","$194,953.20",73.32%
33,"Sturgeon, pallid",E,"$1,335.20","$196,288.40",73.82%
34,"Turtle, Kemp's ridley sea",E,$1.293.67,"$197,582.08",74.30%
35,"Trout, Lahontan cutthroat",T,$1.260.40,"$196,842.48",74.78%
36,"Sucker, Lost River",E,"$1,192.47","$200,034.95",75.23%
37,"Sucker, shortnose",E,"$1,139.40","$201,174.35",75.65%
38,"Tern, California least",E,"$1,133.98","$202,308.32",76.08%
39,Palila (honeycreeper),E,"$1,101.50","$203,409.82",76.50%
40,"Condor, California",E,"$1, 089.80 i $204,499.62",,76.91%
41,"Parrot, Puerto Rican",E,"$1,074. 90 .$205,574.52",,77.31%
42,"Wolf, red",E,"$1.060.70: $206,635.22",,77.71%
43,"Sturgeon, shortnose",E,"$1, 042.86 '$207,678.08",,78.10%
44,"Sucker, June",E,"$1,040.47! $208,71 8.55",,78.49%
45,"Turtle, leatherback sea",E,"$1.020.93: $209,739.48",,78.88%
46,"Shrike, San Clemente loggerhead",E,"$1,000.51 !$210,739.98",,79.25%
47,"Vireo, least Bell's",E,"$975.89! $21 1,71 5.87",,79.62%
46,"Warbler, golden-cheeked",E,"$954.90 ;$212,670.77",,79.98%
49,"Vireo, black-capped",E,$936.33 : $21 3.607. 10,,80.33%
50,"Crane, Mississippi sandhill",E,"$890.50 ! $214,497.60",,80.66%
51,"Plover, western snowy",T,"$883.41 '$215,381.01",,81.00%
52,"Tortoise, gopher",T,"$878.00 !$216,259.01",,81.33%
53,"Bat, Indiana",E,"$875.74 :$217,134.75",,81.66%
54,"Snake, giant garter",T,"$875.59 !$218,010.34",,81.99%
55,"Jay, Florida scrub",T,$856.97 '$21 8.867.31,,82.31%
56,"Butterfly, Kamer blue",E,"$856.21 I $21 9,723.52",,82.63%
57,"Tern, least (interior)",E,"$791.05;$220,514.57",,82.93%
56,"Frog, California red-legged",T,"$737.26 :$221, 251. 84",,83.21%
,,,,,Pagel

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
59,Mouse. Alabama beach,E,$702.73,$221.954.57,8347%
60,"Pronghom, Sonoran",E,$652.10,"$222,606.67",83.71%
61,"Bat, gray",E,$618.62,$223.225.29,83.95%
62,"Whale, sperm",E,$615.95,$223.841.24,84.18%
63,"Seal, Hawaiian monk",E,$612.00,$224.453.24,8441%
64,"Turtle, hawksbill sea (=carey)",E,$590.27,$225.043.51,84.63%
65,"Warbler, Kirtland's",E,$577.70,$225.621.21,84.85%
66,"Wild-rice, Texas",E,$564.30,"$226,185.51",85.06%
67,"Deer, key",E,$558.50,"$226,744.01",85.27%
68,"Whale, humpback",E,$543.52,$227.287.53,8547%
69,"Shiner, Pecos bluntnose",T,$540.90,S227.828.43,85.68%
70,"Toad, Arroyo southwestern",E,$535.20,"$228,363.63",85.88%
71,"Darter, Okaloosa",E,$523.00,$228.886.63,86.08%
72,"Fox, San Joaquin kit",E,$512.65,$229.399.28,86.27%
73,"Darter, fountain",E,$492.50,$229.891.78,' 86 45%
74,Woundfm,E,$481.65,$230.373.43,86.64%
75,"Chub, Virgin River",E,$467.25,$230.840.68,86.81%
76,"Otter, southern sea",T,$447.60,$231.288.28,86.98%
77,"Pygmy-owl, cactus ferruginous",E,$428.90,"$231,717.18",87.14%
78,"Fairy shrimp, vernal pool",T,$427.50,$232.144.68,87.30%
79,"Rail, California dapper",E,$385.86,$232.530.54,87.45%
80,"Smelt, delta '",T,$384.15,"$232,914.68",87.59%
81,"Caribou, woodland",E,$375.10,"$233,289.78",87.73%
82,"Fairy shrimp, San Diego",E,$352.40,"$233,642.18",87.86%
83,"Crow, Mariana",E,$346.30,"$233,988.48",87.99%
84,"Minnow, Rio Grande silvery",E,$341.80,$234.330.28,80.12%
85,"Bear, Louisiana black",T,$335.00,$234.665.29,88.25%
86,"Stork, wood",E,$332.49,$234.997.78,88.37%
87,"Mouse, Pacific pocket",E,$329.90,"$235,327.68",88.50%
88,"Pearlymussel, orange-foot pimpleback",E,$327.57,"$235,655.24",88.62%
89,"Kangaroo rat, Stephens'",E,$324.90,$235.980.14,88.74%
90,"Ladies'-tresses, Ute",T,$324.71,$236.304.85,88.87%
91,"Falcon, northern aplomado",E,$322.30,"$236,627.15",88.99%
92,"Tadpole shrimp, vernal pool",E,$303.00,"$236,930.15",89.10%
93,"Crow, Hawaiian (='alala)",E,$291.30,"$237,221.45",89.21%
94,"Trout, Apache (=Arizona)",T,"$281 .03: $237,502.48",,89.32%
95,"Darter, Etowah",E,$278.00,"$237,780.48",89.42%
96,"Fairy shrimp, riverside",E,"$276.30 : $238,056.78",,89.52%
97,Cui-ui,E,"$275.00: $238,331 .78",,89.63%
98,"Eider, spectacled",T,$274.09,"$238,605.87",89.73%
99,"Prairie-chicken, Attwater's greater",E,$264.60,"$238,870.47",89.83%
100,"Turtle, olive ridley sea","E,T",$264.50,"$239,134.97",89.93%
101,"Sturgeon, Gulf",T,"$253.78 : $239,388.74",,90.03%
102,"Prairie dog, Utah",T,"$239.48 : $239,628.23",,90.12%
103,"Whale, finback",E,"$237.75 : $239,865.98",,90.21%
104,"Pearlymussel, little-wing",E,"$236.00! $240, 101 .97",,90.29%
105,"Whale, Sei",E,"$232.75 i $240,334.72",,90.38%
106,"Whale, blue",E,"$231.25 :$240,565.97",,90.47%
106,"Whale, bowhead",E,"$231 .25; $240,797.22",,90.56%
108,"Pelican, brown",E,"$230.27 '$241 ,027.49",,90.64%
109,"Rail, Guam",E,$215.50,"$241,242.99",90.72% ;
110,"Goose, Hawaiian (=nene)",E,$207.14,"$241,450.13",90.80%
111,"Kangaroo rat, giant",E,"$206.86 :$241, 656.99",,90.88%
112,"Eider, Steller's",T,$203.41,"$241,860.40",90.96%
113,"Butterfly, Quino checkerspot",IE,$203.00,"$242,063.40",91.03%
114,"Beetle, valley elderberry longhom",T,$199.73,"$242,263.13",91.11%
115,"Mouse, salt marsh harvest",IE,"$195.12 i $242,458.25",,91.18%
116,"Sucker, Wamer",T,$192.20,"$242,650.45",91.25%
,,,,,Page 2

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
117,"Snail, Utah valvata",E,$191.47,"$242,841.91",91.32%
118,"Howellia, water",T,$187.10,$243.029.01,91.39%
119,"Rail, Yuma clapper",E,$185.19,$243.214.20,9146%
120,"Button-celery, San Diego",E,$183.70,$243.397.90,91.53%
121,"Sparrow, Cape Sable seaside",E,$180.00,"$243,577.90",91.60%
122,Stilt. Hawaiian (=ae'o),E,$177.65,$243.755.55,91.67%
123,"Topminnow, Gila (incl. Yaqui)",E,$175.35,"$243,930.91",91.73%
124,"Kangaroo rat, Tipton",E,$169.67,"$244,100.58",91.80%
125,"Deer, Columbian white-tailed",E,$169.38,$244.269.96,91.86%
126,"Lizard, blunt-nosed leopard",E,$169.17,"$244,439.14",91.92%
127,"Minnow, loach",T,$168.32,"$244,607 46",91.99%
128,"Sparrow, Florida grasshopper",E,$167.63,"$244,775.08",92.05%
129,"Jewelflower, California",E,$163.50,$244.938.58,92.11%
130,"Orchid, western prairie fringed",T,$162.81,$245.101.39,92.17%
131,"Mesa-mint, San Diego",E,$162.00,"$245,263.39",92.23%
132,"Spinedace, Little Colorado",T,$148.42,"$245,411.81",92.29%
133,"Blackbird, yellow-shouldered",E,$145.07,"$245,556.87",92.35%
134,"Chaffseed, American",E,$144.23,"$245,701.10",92 40%
135,"Chub, Oregon",E,$143.67,"$245,844.77",92.45%
136,"Dragonfly, Mine's (=Ohio) emerald",E,$142.41,"$245,987.18",92.51%
137,"Crayfish, Shasta (=placid)",E,$142.14,"$246,129.32",92.56%
138,"Butterfly, PaloS Verdes blue",E,$141.50,$246.270.82,92.61%
139,"Goose, Aleutian Canada",T,"$140.94 .$246,41 1.76",,92.67%
140,"Salamander, Barton Springs",E,$140.50,"$246,552.26",92.72%
141,"Spineflower, slender-homed",E,$139.60,"$246,691.86",92.77%
142,"Kangaroo rat, Fresno",E,$139.17,"$246,831.03",92.82%
143,"Pearlymussel, Higgins' eye",E,$139.01,"$246,970.04",92.88%
144,"Fiddleneck, Large-flowered",E,$138.00,"$247,108.04",92.93%
145,Ocelot,E,"$136.78 .$247,244.82",,92.98%
146,"Lessingia, San Francisco",E,"$136.40 :$247,381. 22",,"93.03%"""
147,"Trout, Gila",E,$136.20,"$247,517.42",93.08%
148,"Amaranth, seabeach",T,$135.14,"$247,652.56",93.13%
149,"Mussel, dwarf wedge",E,$132.75,"$247,785.31",93.18%
150,"Bat, Ozark big-eared",E,"$130.02 :$247,915.33",,93.23%
151,"Bird's beak, palmate-bracted",E,"$128.74 :$248,044.07",,93.28%
152,"Pupfish, desert",E,"$128.17 :$248,172.24",,93.33%
153,"Bat, lesser long-nosed",E,"$127.00 : $248,299.24",,93.38%
154,"Salamander, San Marcos",T,$126.70,": $248,425.94",93.42%
155,"Coot, Hawaiian (='alae-ke""oke'o)",E,$125.02,"^$248,550.96",93.47%
156,"Butterfly, Mitchell's satyr",E,$125.00,";$248,675.96",93.52%
157,"Tern, roseate","E, T",$123.08,"i$248,799.04",93.56%
158,"Woolly-star, Santa Ana River",E,$122.00,": $248,921. 04",93.61% '
159,"Duck, Hawaiian (=koloa)",E,$120.93,"$249,041.97",93.66%
160,"Snake, eastern indigo",T,$118.55,"$249,160.52",93.70%
161,"Clarkia, Presidio",E,"$11 7.90! $249,278.42",,93.74%
162,"Loosestrife, rough-leaved",E,"$11 6.50: $249,394.92",,93.79%
163,"Dace, desert",T,"$1 16.10 : $249,51 1.02",,93.83% i
164,"Mallow, Kem",E,"$11 5.77 I $249,626.79",,93.88%
165,"Rail, light-footed clapper",E,"$114.41 !$249,741.20",,93.92%
166,"Springfish, Railroad Valley",T,$112.00,"$249,853.20",93.96% '
167,"Squirrel, Delmarva Peninsula fox",E,"$108.60:3249,961.80",,94.00% '
168,"Parrotbill, Maui (honeycreeper)",E,"$107.42 I $250,069.22",,94.04%
169,"Kangaroo rat, Morro Bay",E,"$107.40 : $250, 176.62",,94.08%
170,"Rock-cress, McDonald's",E,"$107.20 i $250,283.82",,94.12%
171,"Megapode, Micronesian (=La Perouse's)",E,"$107.00 ! $250,390.82",,94.16%
171,"Spineflower, Orcutt's",E,"$107.00 ;$250,497.82",,94.20%
171,"Butterfly, Schaus swallowtail",E,"$107.00 :$250,604.82",,94.24%
174,"Salamander, Texas blind",E,$106.20,"$250,711.02",94.28%
,,,,,Page 3

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
175,"Beetle, American burying (=giant carrion)",E,$105.15,S250.816.17,94.32%
176,"Bird's-beak, salt marsh",E,$104.50,$250.920.67,94.36%
177,"Fly, Delhi Sands flower-loving",E,$103.50,$251.02417,94.40%
178,Snake. San Francisco garter,E,$102.90,"$251,127.07",9444%
179,"Logperch, Roanoke",E,$102.20,$251.229.27,9448%
180,"Shrimp, California freshwater",E,$101.70,$251.330.96,94.52%
181,"Squirrel, Mount Graham red",E,$101.00,"$251,431.96",94.55%
182,"Moorhen, Hawaiian common",E,$100.13,"$251,532.09",94.59%
183,"Woolly-star, Hoover's",T,$98.77,$251.630.87,94.63%
184,"Madtom, Neosho",T,$98.65,$251.729.52,94.67%
185,"Bat, Virginia big-eared",E,$97.99,"$251,827.51",""" 94.70%"
186,"Toad, Wyoming",E,$96.35,"$251,923.86",94.74%
187,"Ambersnail, Kanab",E,$95.30,$252.019.16,94.78%
188,"Manzanita, Morro",T,$94.00,$252.113.16,94.81%
188,"Sunflower, Eggert's",T,$94.00,"$252,207.16",94.85%
190,Po'ouli (honeycreeper),E,$93.50,"$252,300.66",94.88%
191,Clubshell,E,$92.03,"$252,392.68",94.92%
192,"Wooly-threads, San Joaguin",E,$91.77,"$252,484.46",94.95%
193,Spikedace,T,$90.39,"$252,574.85",94.98%
194,"Riffleshell, northern",E,$89.81,"$252,664.66",95.02%
195,"Goby, tidewater",E,$89.50,"$252,754.16",95.05%
196,"Pocketbook, fat",E,$88.36,"$252,842.52",95.09%
197,"Bobwhite, masked (quail)",E,$87.47,"$252,929.99",95.12%
198,"Skipper, Laguna Mountains",E,$84.00,"$253,013.99",95.15%
198,"Dace, Independence Valley speckled",E,$84.00,$253.097.99,95.18%
200,"Dace, Clover Valley speckled",E,$83.00,"$253,180.99",95.21%
201,"Darter, Niangua",T,$82.96,$253.263.95,95.24%
202,"Butterfly, Uncompahgre fritillary",E,$82.40,$253.346.35,95.27%
203,"Bat, Mariana fruit",E,$81.00,"$253,427.35",95.31%
204,"Stickleback, unarmored threespine",E,$80.40,$253.507.75,95.34%
205,"Ladies'-tresses, Navasota",E,$78.50,$253.586.25,95.36%
206,"Cactus, Bakersfield",E,$78.43,"$253,664.67",95.39%
207,"Pigeon, Puerto Rica n plain",E,$77.50,"$253,742.17",95.42%
207,"Butterfly, mission blue",E,$77.50,"$253,819.67",95.45%
209,"Chub, Sonora",T,$74.33,"$253,894.00",95.48%
210,"Squirrel, Virginia northern flying",E,"$73.17 : $253,967. 17",,95.51%
211,Nukupu'u (honeycreeper),E,"$73.00 '$254,040.17",,95^54%
212,"Snail, Iowa Pleistocene",E,"$72.77: $254, 11 2.94",,95.56%
213,"Rock-pocketbook, Ouachita (=WheelerJs pearly",E,$72.40,"$254,185.34",95.59%
214,"Sumac, Michaux's",E,"$72.00 i $254,257.34",,95.62%
215,"Turtle, Alabama redbelly (=red-bellied)",E,"$70.30 '$254,327.64",,95.64%
216,"Quillwort, Louisiana",E,"$69.75 :$254,397.39",,95.67%
217,"Kite, Everglade snail",E,$69.68,"$254,467.08",95.70%
218,"Darter, leopard",T,"$69.60 : $254,536.68",,95.72%
219,"Butterfly, Oregon silverspot",T,$69.58,"$254,606.25",95.75%
220,"Mesa-mint, Otay",E,"$68.00 :$254,674.25",,95.77%
221,Jaguarundi (TX),E,"$66.78! $254,741. 03",,95.80%
222,"Thrush, small Kauai (=puaiohi)",E,"$66.00 :$254,807.03",,95.82%
223,Chub. Owens tui,E,"$65.80 : $254,872.83",,95.85%
224,"Pogonia, small whorled",T,"$65.53 ! $254,938.36",,95.87%
225,"Honeycreeper, crested (='akohekohe)",E,$64.42,"$255,002.78",95.90%
226,"Mouse, Perdido Key beach",E,"$64.38 ,$255,067.15",,95.92%
227,"Rattlesnake, New Mexican ridge-nosed",T,"$64.26 : $255,131. 41",,95.95%
228,"Pupfish, Owens",E,"$63.20 '$255,194.61",,95.97%
229,"Shiner, blue",T,"$62.55 ; $255,257. 16",,95.99%
230,"Mouse, Choctawahatchee beach",E,$62.50,"$255,319.66",96.02%
231,"Mountain beaver, Point Arena",E,"$61 .50 .$255,381. 16",,96.04%
232,"Mussel, winged mapleleaf",E,$59.86,"$255,441.02",96.06%
,,,,,Page 4

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
233,Catfish. Yaaui,T,$59.10,$255.500.12,96.08%
234,"Bacchans, Encinitis",T,$59.00,$255.559.12,96.11%
235,"Crocodile, American",E,$58.96,$255.618.08,96.13%
236,"Trillium, relict",E,$58.53,$255.676.61,96.15%
237,"Gilia, Monterey",E,$58.00,$255.734.61,9617%
236,"'Akepa, Maui (honeycreeper)",E,$57.50,$255.792.11,96.19%
239,"Lily, Western",E,$57.00,"$255,849.11",96.22%
239,"Manzanita, Del Mar (=Costa Baja. =Eastwood's)",E,$57.00,$255.906.11,96.24%
241,"Trout, greenback cutthroat",T,$55.70,$255.961.81,96.26%
242,"Goldfields, Burke's",E,$55.50,"$256,017.31",96.28%
243,"Fairy shrimp, longhom",E,$55.00,"$256,072.31",96.30%
244,"Darter, goldline",T,$54.35,$256.126.66,96.32%
245,"Chub, Mohave tui",E,$54.00,"$256,180.66",96.34%
245,"Butterfly, El Segundo blue",E,$54.00,"$256,234.66",96.36%
247,"Pupfish, Ash Meadows Amargosa",E,$53.60,"$256,288.26",96.38%
248,"Gerardia, sandplain",E,$53.46,"$256,341.72",96.40%
249,"Cactus, Pima pineapple",E,$53.10,$256.394.82,96.42%
250,"Lizard, Coachella Valley fringe-toed",T,$52.50,$256.447.32,96.44%
251,"Peartymussel, pink mucket",E,$52.06,"$256,499.38",96.46%
252,"Lizard, Island night",T,$52.05,"$256,551.43",96.48%
253,"Pitcher-plant, green",E,$51.81,$256.603.24,96.50%
254,"Sunshine, Sonbma (=Stickyseed, Baker's)",E,$51.50,$256.654.74,96.52%
255,"Chub, Yaqui",E,"$50.15 ,$256,704.89",,96.54%
256,"Creeper, Hawaii",E,"$49.50 ; $256,754.39",,96.56%
257,"Coneflower, smooth",E,"$49.30 :$256,803.69",,96.57%
258,"Turtle, ringed map (=sawback)",T,$49.20,"$256,852.89",96.59%
259,"Milk-vetch, Applegate's",E,$49.00: $256. 901. 89,,96.61%
260,"Meadowfoam, Sebastopol",E,$48.50,"$256,950.39",96.63%
260,"Salamander, Santa Cruz long-toed",E,$48.50,"$256,998.89",96.65%
262,"Sandwort, Marsh",E,$48.00,"$257,046.89",96.67%
263,"Cactus, Mesa Verde",T,$47.13,"$257,094.02","""96.68%"
264,Jaguar,E,"$46.91 ; $257, 140.93",,96.70%
265,"Turtle, yellow-blotched map (=sawback)",T,"$44.73 ! $257, 185.66",,96.72%
266,"Kingfisher, Guam Micronesian",E,$44.50,"$257,230.16",96.74%
266,"Milkweed, Welsh's",T,"$44.50 ! $257,274.66",,96.75%
266,"Toad, Puerto Rican crested",T,$44.50,"$257,319.16",96.77%
269,"Bladderpod, white",E,$44.00,"$257,363.16",96.79%
270,"Checker-mallow, Nelson's",T,"$43.88 ! $257,407.03",,96.80%
271,"Moorhen, Mariana common",E,"$43.00 ,'$257,450.03",,96.82%
272,"Snails, Oahu tree",E,"$42.17 • $257,492.20",,96.83%
273,"Watercress, Gambel's",E,"$42.00 !$257,534.20",,96.85%
274,"Orchid, eastern prairie fringed",T,"$41.98 ; $257,576. 18",,96.87%
275,"Milkweed, Mead's",T,"$41.49!$257,617.66",,96.88%
276,"Dace, blackside",T,"$4 1.40! $257,659.06",,96.90%
277,"Sunflower, Schweinitz's",E,"$41 .00! $257,700.06",,96.91%'
277,"Rush-pea, slender",E,"$41.00 : $257,741 .06",,96.93%
277,"Grass, California Orcutt",E,"$41.00 I $257,782.06",,96.94%
280,Pondberry,E,"$40.90 : $257,822.96",,96.96%
281,"Trout, Little Kem golden",T,"$40.60 .$257,863.56",,96.97%
282,"Mustard, slender-petaled",E,"$40.40 : $257,903.96",,96.99%
283,"Checker-mallow, pedate",E,"$39.40 i$257,943.36",,97.00%
284,"Water-umbel, Huachuca",E,"$38.60: $257,981 .96",,97.02%
285,"Butterfly, bay checkerspot",T,"$38.50 ,'$258,020.46",,97.03%
265,"Gambusia, San Marcos",E,"$38.50 : $258,058.96",,97.05%
285,"Petrel, Hawaiian dark-rumped",E,"$38.50 '$258,097.46",,97.06%
288,"Chub, Pahranagat roundtail (=bonytail)",E,"$38.20 l$258,135.66",,97.08% '
289,"Daisy, Parish's",T,"$38.00! $258, 173.66",,97.09% ;
269,"Buckwheat, cushenbury",•E,"$38.00 .$258,21 1.66",,97.10%
,,,,,PageS

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,
,EXPENDITURES ($000),,,,
,,,SPECIES,,
RANK,SPECIES (50 CFR Part 17),STATUS,TOTAL,CUMULATIVE,
,,,($000),TOTAL,PERCENT
289,"Oxvtheca, cushenbury",E,$38.00,$258.249.66,97.12%
289,"Milk-vetch, Cushenbury",E,S38.00,"$258,287.66",9713%
289,"Bladderpod, San Bernardino Mountains",E,$38.00,$258.325.66,97.15%
294,"Spineflower, Monterev",T,$3740,$258.363.06,97.16%
294,"Spinedace, White River",E,$37.40,"$258,40046",97.18%
296,"Skullcap, large-flowered",E,$37.17,"$258,437.63",97.19%
297,"Butterfly, Smith's blue",E,$37.00,$258.474.63,97.20%
298,"Milk-vetch, Mancos",E,$36.47,"$258,511.10",97.22%
299,"Heelsplitter, inflated",T,$36.45,"$258,547.55",97.23%
300,"Towhee, Inyo California (=brown)",T,$35.90,$258.583.45,97.24%
301,"Orcutt grass, slender",T,$35.62,$258.619.07,97.26%
302,"Ground-plum, Guthrie's",E,$35.16,$258.654.23,97.27%
303,"Gambusia, Pecos",E,$35.00,$258.689.23,97.28%
303,"Darter, Cherokee",T,$35.00,"$258,724.23",97.30%
303,"Rabbit, Lower Keys",E,$35.00,"$258,759.23",97.31%
306,"Layia, beach",E,$34.56,"$258,793.78",97.32%
307,"Wallflower, Menzies'",E,$34.00,"$258,827.78",97.34%
307,Fairy shrimp. Conservancy,E,$34.00,"$258,861.78",97.35%
309,"Cactus, Kuenzler hedgehog",E,$33.50,"$258,895.28",97.36%
309,"Navarretia, many-flowered",E,$33.50,"$258,928.78",97.37%
309,"Mouse, southeastern beach",T,$33.50,"$258,962.28",97.39%
312,"Shiner, beautiful",T,$32.20,$258.994.48,97.40%
313,"Warbler, nightingale reed",E,$32.00,"$259,026.48",97.41%
314,"Cactus, Sneed pincushion",E,$31.90,"$259,058.38",97.42%
314,"Vole, Amargosa",E,$31.90,$259.090.28,97.43%
316,"Manzanita, Presido (=Raven's)",E,$31.80,"'$259,122.08",97.45%
317,Vole. Hualapai Mexican,E,$31.10,"$259,153.18",97.46%
318,"Toad, Houston",E,$30.80,"$259,183.98",97.47%
319,"Silvers word, Ka'u",E,$30.50,$259.214.48,97.48%
319,"Monarch, Tinian (old world flycatcher)",T,$30.50,"$259,244.98",97.49%
319,"Broadbill, Guam",E,$30.50,"$259,275.48",97.50%
319,"White-eye, bridled",E,$30.50,"$259,305.98",97.52%
323,"Shiner, Palezone",E,$30.40,"$259,336.38",97.53%
324,"Avens, spreading",E,$30.26,"$259,366.64",97.54%
325,"Beetle, northeastern beach tiger",T,$30.10,"$259,396.74",97.55%
326,"Amphianthus, little",T,$30.00,"$259,426.74",97.56%
326,"Spineflower, Ben Lomond",E,$30.00,"$259,456.74","""97.57%"
326,"Spineflower, Robust (incl. Scotts Valley)",E,"$30.00 : $259,486.74",,97.58%
329,"Cavefish, Ozark",T,$29.83,"$259,516.57",97.60%
330,"Shrew, Dismal Swamp southeastern",T,$29.50,"$259,546.07",97.61%
331,Jaguarundi (AZ),E,$28.60,$259.574.67,97.62%
332,"Salamander, Sonoran tiger",E,"$27.90 : $259,602.57",,97.63%
333,"Pearlymussel, Cumberland monkeyface",E,$27.50,"$259,630.07",97.64%
334,"Pigtoe, flat (^Marshall's mussel)",E,"$27.45 :$259,657.52",,97.65%
335,Loulu,E,$27.40,"$259,684.92",~97.66%~
336,"Cactus, Knowlton",E,"$27.33 ,$259,712.26",,97.67%
337,"Dace, Foskett speckled",T,"$27.00: $259,739.26",,97.68%
337,"Butterfly, Myrtle's silverspot",E,"$27.00 : $259,766.26",,97.69%
339,"Bear-poppy, dwarf",E,"$26.70 :$259,792.96",,97.70%
340,"Spineflower, Sonoma",E,$26.56,"$259,819.51",97.71%
341,"Spnngfish, White River",E,"$26.50 ;$259,846.01",,97.72%
341,"Logperch, Conasauga",E,"$26.50 '$259,872.51",,97.73%
343,"Sucker, Modoc",E,$26.37,"$259,898.88",97.74%
344,"Dwarf-flax, Marin",T,$26.16,"$259,925.04",97.75%
345,"Grasshopper, Zayante band-winged",E,$26.00 '$259.951. 04,,97.76%
345,"Beetle, Mount Hermon June",E,"$26.00 : $259,977.04",,97.77%
345,"Clarkia, Pismo",E,"$26.00 ; $260,003.04",,97.78%
345,"Snail, Morro shoulderband (=Banded dune)",E,"$26.00 i $260,029. 04",,97.79%
,,,,,Page 6

TABLE 2.,SPECIES RANKED IN DESCENDING ORDER OF TOTAL FY 1997 REPORTED,,,,,
,EXPENDITURES (SOOO),,,,,
,,,,SPECIES,,
RANK,SPECIES (SO CFR Part 17),,STATUS,TOTAL,CUMULATIVE,
,,,,($000),TOTAL,PERCENT
345,"Wallflower, Ben Lomond",,E,S26.00,$260.055.04,97.80%
345,Haha,,E,$26.00,$260.081.04,97.81%
345,"Cypress, Santa Cruz",,E,$26.00,$260.107.04,97.82%
345,"Thistle, Chorro Creek",,E,$26.00,$260.133.04,97.83%
353,"Dawn-flower, Texas prairie",,E,$25.60,$260.158.64,97.84%
354,"Chub, Mutton tui",,T,$25.50,"$260,184.14",97.85%
