Rank,Species (50 CFR Part 17),Status,"SpeciesTotal ($)","CumulativeTotal ($)","CumulativePercent ($)"
582,Haha (Cyanea stictophylla),E,"22,300","681,044,682",99.45
583,"Skullcap, large-flowered (Scutellaria montana)",T,"22,200","681,066,882",99.45
584,"Rosemary, Cumberland (Conradina verticillata)",T,"22,167","681,089,049",99.45
585,"Lichen, rock gnome (Gymnoderma lineare)",E,"22,100","681,111,149",99.46
586,"Minnow, Devils River (Dionda diaboli)",T,"22,000","681,133,149",99.46
587,"Madtom, smokyEntire (Noturus baileyi)",E,"21,800","681,154,949",99.46
587,"Pigtoe, dark (Pleurobema furvum)",E,"21,800","681,176,749",99.47
589,`Oha wai (Clermontia samuelii),E,"21,400","681,198,149",99.47
590,"Amphipod, Illinois cave (Gammarus acherondytes)",E,"21,310","681,219,459",99.47
591,"Combshell, upland (Epioblasma metastriata)",E,"20,500","681,239,959",99.48
592,"Woodpecker, ivory-billed (Campephilus principalis)",E,"20,355","681,260,314",99.48
593,"Crayfish, Nashville (Orconectes shoupi)",E,"20,200","681,280,514",99.48
593,"Hypericum, highlands scrub (Hypericum cumulicola)",E,"20,200","681,300,714",99.48
593,"Townsendia, Last Chance (Townsendia aprica)",T,"20,200","681,320,914",99.49
593,"Irisette, white (Sisyrinchium dichotomum)",E,"20,200","681,341,114",99.49
597,"Milk-vetch, Fish Slough (Astragalus lentiginosus var. piscinensis)",T,"20,100","681,361,214",99.49
597,"Iris, dwarf lake (Iris lacustris)",T,"20,100","681,381,314",99.5
597,"Piperia, Yadon's (Piperia yadonii)",E,"20,100","681,401,414",99.5
600,"Tarplant, Otay (Deinandra (=Hemizonia) conjugens)",T,"20,000","681,421,414",99.5
600,Geocarpon minimum (=Sci name),T,"20,000","681,441,414",99.51
600,"Lessingia, San Francisco (Lessingia germanorum (=L.g. var.germanorum))",E,"20,000","681,461,414",99.51
603,"Pink, swamp (Helonias bullata)",T,"19,950","681,481,364",99.51
604,"Meadowfoam, Butte County (Limnanthes floccosa ssp. californica)",E,"19,800","681,501,164",99.51
605,"Pearlshell, Louisiana (Margaritifera hembeli)",T,"19,786","681,520,950",99.52
606,"Chub, Borax Lake (Gila boraxobius)",E,"19,600","681,540,550",99.52
606,Capa rosa (Callicarpa ampla),E,"19,600","681,560,150",99.52
608,"Ambrosia, south Texas (Ambrosia cheiranthifolia)",E,"19,400","681,579,550",99.53
609,"Milk-vetch, Ventura Marsh (Astragalus pycnostachyus var.lanosissimus)",E,"19,100","681,598,650",99.53
610,"Lomatium, Cook's (Lomatium cookii)",E,"19,000","681,617,650",99.53
611,"Bear-poppy, dwarf (Arctomecon humilis)",E,"18,700","681,636,350",99.53
612,"Cactus, Kuenzler hedgehog (Echinocereus fendleri var. kuenzleri)",E,"18,500","681,654,850",99.54
612,"Penny-cress, Kneeland Prairie (Thlaspi californicum)",E,"18,500","681,673,350",99.54
614,"Shiner, Cape Fear (Notropis mekistocholas)",E,"18,337","681,691,687",99.54
615,"Towhee, Inyo California (Pipilo crissalis eremophilus)",T,"18,100","681,709,787",99.54
616,"Cliff-rose, Arizona (Purshia (=Cowania) subintegra)",E,"18,052","681,727,839",99.55
617,Ihi`ihi (Marsilea villosa),E,"18,000","681,745,839",99.55
618,Ohai (Sesbania tomentosa),E,"17,730","681,763,569",99.55
619,"Pupfish, Owens (Cyprinodon radiosus)",E,"17,700","681,781,269",99.55
619,"Beetle, Hungerford's crawling water (Brychius hungerfordi)",E,"17,700","681,798,969",99.56
619,"Sneezeweed, Virginia (Helenium virginicum)",T,"17,700","681,816,669",99.56
622,"Trillium, relict (Trillium reliquum)",E,"17,660","681,834,329",99.56
623,"Poolfish, Pahrump (Empetrichthys latos)",E,"17,511","681,851,840",99.57
624,"Cactus, Siler pincushion (Pediocactus (=Echinocactus,=Utahia) sileri)",T,"17,225","681,869,065",99.57
625,"Coneflower, Tennessee purple (Echinacea tennesseensis)",E,"17,112","681,886,177",99.57
626,"Salamander, California tigerCentral CA DPS (Ambystoma californiense)",EmE,"17,072","681,903,249",99.57
627,"Thelypody, Howell's spectacular (Thelypodium howellii spectabilis)",T,"17,000","681,920,249",99.58
628,"Clover, showy Indian (Trifolium amoenum)",E,"16,862","681,937,111",99.58
629,"Lousewort, Furbish (Pedicularis furbishiae)",E,"16,850","681,953,961",99.58
630,"Ischaemum, Hilo (Ischaemum byrone)",E,"16,816","681,970,777",99.58
631,"Mint, Lakela's (Dicerandra immaculata)",E,"16,780","681,987,557",99.59
632,"Thistle, La Graciosa (Cirsium loncholepis)",E,"16,700","682,004,257",99.59
633,"Combshell, Cumberlandian",EXPN,"16,600","682,020,857",99.59
,"AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Epioblasma brevidens)",,,,
633.0,"Mussel, oysterAL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL (Epioblasma capsaeformis)",EXPN,"16,600","682,037,457",99.59
633.0,"Daisy, Willamette (Erigeron decumbens var. decumbens)",E,"16,600","682,054,057",99.59
636.0,"Bobwhite, masked (quail) (Colinus virginianus ridgwayi)",E,"16,533","682,070,590",99.6
637.0,Guajon (Eleutherodactylus cooki),T,"16,500","682,087,090",99.6
637.0,"Sucker, Warner (Catostomus warnerensis)",T,"16,500","682,103,590",99.6
637.0,"Elktoe, Appalachian (Alasmidonta raveneliana)",E,"16,500","682,120,090",99.6
640.0,"Lizard, St. Croix ground (Ameiva polops)",E,"16,480","682,136,570",99.61
641.0,"Milk-vetch, Holmgren (Astragalus holmgreniorum)",E,"16,419","682,152,989",99.61
642.0,"Rush-rose, island (Helianthemum greenei)",T,"16,413","682,169,402",99.61
643.0,"Monarch, Tinian (old world flycatcher) (Monarcha takatsukasae)",T,"16,023","682,185,425",99.61
644.0,"Madtom, pygmy (Noturus stanauli)",E,"16,000","682,201,425",99.62
644.0,"Popcornflower, rough (Plagiobothrys hirtus)",E,"16,000","682,217,425",99.62
644.0,"Sand-verbena, large-fruited (Abronia macrocarpa)",E,"16,000","682,233,425",99.62
647.0,"Bedstraw, island (Galium buxifolium)",E,"15,963","682,249,388",99.62
647.0,"Malacothrix, Santa Cruz Island (Malacothrix indecora)",E,"15,963","682,265,351",99.63
649.0,"Naucorid, Ash Meadows (Ambrysus amargosus)",T,"15,811","682,281,162",99.63
650.0,"Pigtoe, oval (Pleurobema pyriforme)",E,"15,700","682,296,862",99.63
651.0,"Chub, spotfinTellico River, TN (Cyprinella monacha)",EXPN,"15,600","682,312,462",99.63
652.0,"Cactus, Mesa Verde (Sclerocactus mesae-verdae)",T,"15,504","682,327,966",99.63
653.0,"Squirrel, Carolina northern flying (Glaucomys sabrinus coloratus)",E,"15,475","682,343,441",99.64
654.0,"Barberry, Nevin's (Berberis nevinii)",E,"15,300","682,358,741",99.64
655.0,"Milk-vetch, Braunton's (Astragalus brauntonii)",E,"15,200","682,373,941",99.64
656.0,Sandlace (Polygonella myriophylla),E,"15,100","682,389,041",99.64
657.0,"Grass, Eureka Dune (Swallenia alexandrae)",E,"15,000","682,404,041",99.65
658.0,"Turtle, bog (=Muhlenberg)southern (Clemmys muhlenbergii)",SAT,"14,750","682,418,791",99.65
659.0,"Darter, snail (Percina tanasi)",T,"14,600","682,433,391",99.65
660.0,"Acornshell, southern (Epioblasma othcaloogensis)",E,"14,500","682,447,891",99.65
660.0,"Tiger beetle, Puritan (Cicindela puritana)",T,"14,500","682,462,391",99.65
662.0,"Sandwort, Cumberland (Arenaria cumberlandensis)",E,"14,367","682,476,758",99.66
663.0,"Bittercress, small-anthered (Cardamine micranthera)",E,"14,300","682,491,058",99.66
664.0,"Dace, Foskett speckledFoskett (Rhinichthys osculus ssp.)",T,"14,000","682,505,058",99.66
664.0,"Fatmucket, Arkansas (Lampsilis powelli)",T,"14,000","682,519,058",99.66
664.0,"Butterweed, Layne's (Senecio layneae)",T,"14,000","682,533,058",99.66
667.0,"Bedstraw, El Dorado (Galium californicum ssp. sierrae)",E,"13,920","682,546,978",99.67
668.0,"Slabshell, Chipola (Elliptio chipolaensis)",T,"13,900","682,560,878",99.67
669.0,"Ground-plum, Guthrie's (=Pyne's) (Astragalus bibullatus)",E,"13,878","682,574,756",99.67
670.0,Alani (Melicope adscendens),E,"13,682","682,588,438",99.67
671.0,"Checker-mallow, Nelson's (Sidalcea nelsoniana)",T,"13,646","682,602,084",99.67
672.0,"Morning-glory, Stebbins' (Calystegia stebbinsii)",E,"13,500","682,615,584",99.68
672.0,"Ceanothus, Pine Hill (Ceanothus roderickii)",E,"13,500","682,629,084",99.68
672.0,"Pennyroyal, Todsen's (Hedeoma todsenii)",E,"13,500","682,642,584",99.68
675,"Catspaw, white (pearlymussel) (Epioblasma obliquata perobliqua)",E,"13,400","682,655,984",99.68
675,"Buckwheat, Ione (incl. Irish Hill) (Eriogonum apricum (incl. var.prostratum))",E,"13,400","682,669,384",99.68
677,"Bladderpod, Zapata (Lesquerella thamnophila)",E,"13,100","682,682,484",99.69
678,Alani (Melicope knudsenii),E,"13,082","682,695,566",99.69
678,"Sandalwood, Lanai (=`iliahi) (Santalum freycinetianum var. lanaiense)",E,"13,082","682,708,648",99.69
680,"Mallow, Kern (Eremalche kernensis)",E,"13,000","682,721,648",99.69
680,"Milk-vetch, Shivwitz (Astragalus ampullarioides)",E,"13,000","682,734,648",99.69
680,"Spineflower, Ben Lomond (Chorizanthe pungens var. hartwegiana)",E,"13,000","682,747,648",99.7
683,"Thornmint, San Diego (Acanthomintha ilicifolia)",T,"12,900","682,760,548",99.7
684,"Ladies'-tresses, Canelo Hills (Spiranthes delitescens)",E,"12,806","682,773,354",99.7
685,"Orcutt grass, slender (Orcuttia tenuis)",T,"12,800","682,786,154",99.7
686,"Pearlymussel, dromedaryEntire Range; Except where listed as Experimental Populations (Dromusdromas)",E,"12,680","682,798,834",99.7
687,"Rice ratlower FL Keys (Oryzomys palustris natator)",E,"12,500","682,811,334",99.71
688,"Monkeyface, Cumberland (pearlymussel)Entire Range; Except where listed as Experimental Populations(Quadrula intermedia)",E,"12,462","682,823,796",99.71
689,"Chub, Sonora (Gila ditaenia)",T,"12,419","682,836,215",99.71
690,"Chub, Yaqui (Gila purpurea)",E,"12,313","682,848,528",99.71
691,"Polygonum, Scotts Valley (Polygonum hickmanii)",E,"12,300","682,860,828",99.71
692,"Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca)",E,"12,200","682,873,028",99.71
692,"Moth, Kern primrose sphinx (Euproserpinus euterpe)",T,"12,200","682,885,228",99.72
694,Schiedea haleakalensis (=Sci name),E,"12,100","682,897,328",99.72
695,"Thistle, Chorro Creek bog (Cirsium fontinale var. obispoense)",E,"12,000","682,909,328",99.72
695,"Evening-primrose, San Benito (Camissonia benitensis)",T,"12,000","682,921,328",99.72
695,"Leather flower, Morefield's (Clematis morefieldii)",E,"12,000","682,933,328",99.72
698,"Dace, Ash Meadows speckled (Rhinichthys osculus nevadensis)",E,"11,850","682,945,178",99.72
699,"Cactus, Peebles Navajo (Pediocactus peeblesianus peeblesianus)",E,"11,839","682,957,017",99.73
700,"Lizard, Island night (Xantusia riversiana)",T,"11,566","682,968,583",99.73
701,"Mallard, Mariana (Anas oustaleti)",E,"11,553","682,980,136",99.73
702,"Madtom, yellowfinexcept where XN (Noturus flavipinnis)",T,"11,525","682,991,661",99.73
703,"Rock-cress, McDonald's (Arabis mcdonaldiana)",E,"11,400","683,003,061",99.73
703,Ko`oko`olau (Bidens micrantha ssp. kalealaha),E,"11,400","683,014,461",99.73
705,"Madtom, smokyTellico River, TN (Noturus baileyi)",EXPN,"11,300","683,025,761",99.74
705,Haha (Cyanea copelandii ssp. haleakalaensis),E,"11,300","683,037,061",99.74
707,"Goldenrod, Houghton's (Solidago houghtonii)",T,"11,200","683,048,261",99.74
708,"Goldfields, Contra Costa (Lasthenia conjugens)",E,"11,100","683,059,361",99.74
708,"Baccharis, Encinitas (Baccharis vanessae)",T,"11,100","683,070,461",99.74
708,"Woolly-star, Hoover's (Eriastrum hooveri)",T,"11,100","683,081,561",99.74
711,"Wild-buckwheat, clay-loving (Eriogonum pelinophilum)",E,"11,010","683,092,571",99.75
712,"Manzanita, Del Mar (Arctostaphylos glandulosa ssp. crassifolia)",E,"11,000","683,103,571",99.75
712,"Sunflower, Pecos (=puzzle, =paradox) (Helianthus paradoxus)",T,"11,000","683,114,571",99.75
712,"Poppy-mallow, Texas (Callirhoe scabriuscula)",E,"11,000","683,125,571",99.75
715,Haha (Cyanea glabra),E,"10,950","683,136,521",99.75
716,"Manioc, Walker's (Manihot walkerae)",E,"10,900","683,147,421",99.75
717,"Cactus, star (Astrophytum asterias)",E,"10,700","683,158,121",99.76
717,"Cactus, San Rafael (Pediocactus despainii)",E,"10,700","683,168,821",99.76
717,"Ayenia, Texas (Ayenia limitaris)",E,"10,700","683,179,521",99.76
717,"Torreya, Florida (Torreya taxifolia)",E,"10,700","683,190,221",99.76
721,"Butterfly, Schaus swallowtail (Heraclides aristodemus ponceanus)",E,"10,660","683,200,881",99.76
722,"Amphianthus, little (Amphianthus pusillus)",T,"10,630","683,211,511",99.76
723,"Salamander, Shenandoah (Plethodon shenandoah)",E,"10,600","683,222,111",99.77
723,Alani (Melicope ovalis),E,"10,600","683,232,711",99.77
725,Vigna o-wahuensis (=Sci name),E,"10,584","683,243,295",99.77
726,"Beetle, Comal Springs riffle (Heterelmis comalensis)",E,"10,510","683,253,805",99.77
726,"Beetle, Comal Springs dryopid (Stygoparnus comalensis)",E,"10,510","683,264,315",99.77
728,"Heather, mountain golden (Hudsonia montana)",T,"10,500","683,274,815",99.77
729,"Cactus, Brady pincushion (Pediocactus bradyi)",E,"10,419","683,285,234",99.77
730,"Flannelbush, Mexican (Fremontodendron mexicanum)",E,"10,400","683,295,634",99.78
731,`Oha wai (Clermontia lindseyana),E,"10,374","683,306,008",99.78
732,"Madtom, yellowfinTellico River, TN (Noturus flavipinnis)",EXPN,"10,350","683,316,358",99.78
733,"Darter, bayou (Etheostoma rubrum)",T,"10,240","683,326,598",99.78
734,"Groundsel, San Francisco Peaks (Senecio franciscanus)",T,"10,126","683,336,724",99.78
735,"Darter, slackwater (Etheostoma boschungi)",T,"10,104","683,346,828",99.78
736,"Gambusia, Big Bend (Gambusia gaigei)",E,"10,000","683,356,828",99.78
736,"Darter, watercress (Etheostoma nuchale)",E,"10,000","683,366,828",99.79
738,"Whipsnake (=striped racer), Alameda (Masticophis lateralis euryxanthus)",T,"9,857","683,376,685",99.79
739,"Geranium, Hawaiian red-flowered (Geranium arboreum)",E,"9,800","683,386,485",99.79
740,"Cactus, Tobusch fishhook (Ancistrocactus tobuschii)",E,"9,700","683,396,185",99.79
741,"Roseroot, Leedy's (Sedum integrifolium ssp. leedyi)",T,"9,600","683,405,785",99.79
742,"Daisy, lakeside (Hymenoxys herbacea)",T,"9,580","683,415,365",99.79
743,"Blossom, tubercled (pearlymussel)Entire Range; Except where listed as Experimental Populations(Epioblasma torulosa torulosa)",E,"9,400","683,424,765",99.79
744,"Shrimp, California freshwater (Syncaris pacifica)",E,"9,248","683,434,013",99.8
745,"Milk-vetch, Jesup's (Astragalus robbinsii var. jesupi)",E,"9,100","683,443,113",99.8
745,"Jacquemontia, beach (Jacquemontia reclinata)",E,"9,100","683,452,213",99.8
747,"Panicgrass, Carter's (Panicum fauriei var. carteri)",E,"9,016","683,461,229",99.8
748,"Rabbitsfoot, rough (Quadrula cylindrica strigillata)",E,"9,000","683,470,229",99.8
748,"Flannelbush, Pine Hill (Fremontodendron californicum ssp. decumbens)",E,"9,000","683,479,229",99.8
748,"Rush-pea, slender (Hoffmannseggia tenella)",E,"9,000","683,488,229",99.8
751,"Springfish, Hiko White River (Crenichthys baileyi grandis)",E,"8,826","683,497,055",99.81
752,"Paintbrush, soft-leaved (Castilleja mollis)",E,"8,824","683,505,879",99.81
753,"Aster, Ruth's golden (Pityopsis ruthii)",E,"8,800","683,514,679",99.81
754,"Boa, Mona (Epicrates monensis monensis)",T,"8,500","683,523,179",99.81
754,"Snail, flat-spired three-toothed (Triodopsis platysayoides)",T,"8,500","683,531,679",99.81
754,"Checker-mallow, Keck's (Sidalcea keckii)",E,"8,500","683,540,179",99.81
757,"Gilia, Hoffmann's slender-flowered (Gilia tenuiflora ssp. hoffmannii)",E,"8,474","683,548,653",99.81
757,"Phacelia, island (Phacelia insularis ssp. insularis)",E,"8,474","683,557,127",99.81
759,Haha (Cyanea hamatiflora carlsonii),E,"8,300","683,565,427",99.82
760,"Beetle, Helotes mold (Batrisodes venyivi)",E,"8,290","683,573,717",99.82
760,"Spider, Government Canyon Bat Cave (Neoleptoneta microps)",E,"8,290","683,582,007",99.82
760,"Meshweaver, Robber Baron Cave (Cicurina baronia)",E,"8,290","683,590,297",99.82
763,"Meadowrue, Cooley's (Thalictrum cooleyi)",E,"8,274","683,598,571",99.82
763,"Vetch, Hawaiian (Vicia menziesii)",E,"8,274","683,606,845",99.82
765,"Broadbill, Guam (Myiagra freycineti)",E,"8,227","683,615,072",99.82
766,"Plum, scrub (Prunus geniculata)",E,"8,200","683,623,272",99.82
767,"Logperch, Conasauga (Percina jenkinsi)",E,"8,100","683,631,372",99.83
768,"Harvestman, Cokendolpher Cave (Texella cokendolpheri)",E,"8,080","683,639,452",99.83
768,"Meshweaver, Government Canyon Bat Cave (Cicurina vespera)",E,"8,080","683,647,532",99.83
768,"Meshweaver, Braken Bat Cave (Cicurina venii)",E,"8,080","683,655,612",99.83
771,"Turtle, yellow-blotched map (Graptemys flavimaculata)",T,"8,000","683,663,612",99.83
771,"Sculpin, pygmy (Cottus paulus (=pygmaeus))",T,"8,000","683,671,612",99.83
771,"Snail, Stock Island tree (Orthalicus reses (not incl. nesodryas))",T,"8,000","683,679,612",99.83
771,"Jewelflower, California (Caulanthus californicus)",E,"8,000","683,687,612",99.83
775,"Darter, duskytailTellico River, TN (Etheostoma percnurum)",EXPN,"7,800","683,695,412",99.83
775,"Manzanita, Ione (Arctostaphylos myrtifolia)",T,"7,800","683,703,212",99.84
777,Pua `ala (Brighamia rockii),E,"7,700","683,710,912",99.84
778,"Arrowhead, bunched (Sagittaria fasciculata)",E,"7,600","683,718,512",99.84
779,"Creeper, Oahu (Paroreomyza maculata)",E,"7,590","683,726,102",99.84
780,Kuahiwi laukahi (Plantago hawaiensis),E,"7,584","683,733,686",99.84
781,"Sedge, Navajo (Carex specuicola)",T,"7,526","683,741,212",99.84
782,"Owl's-clover, fleshy (Castilleja campestris ssp. succulenta)",T,"7,500","683,748,712",99.84
782,Delissea undulata (=Sci name),E,"7,500","683,756,212",99.84
784,"Beetle, Kretschmarr Cave mold (Texamaurops reddelli)",E,"7,430","683,763,642",99.84
785,"Cactus, Nichol's Turk's head (Echinocactus horizonthalonius var.nicholii)",E,"7,406","683,771,048",99.85
786,"Orcutt grass, hairy (Orcuttia pilosa)",E,"7,400","683,778,448",99.85
787,"Orcutt grass, San Joaquin (Orcuttia inaequalis)",T,"7,350","683,785,798",99.85
788,"Goldenrod, Short's (Solidago shortii)",E,"7,000","683,792,798",99.85
788,"Pitcher-plant, mountain sweet (Sarracenia rubra ssp. jonesii)",E,"7,000","683,799,798",99.85
788,"Iagu, Hayun (=(Guam), Tronkon guafi (Rota)) (Serianthes nelsonii)",E,"7,000","683,806,798",99.85
788,"Leather flower, Alabama (Clematis socialis)",E,"7,000","683,813,798",99.85
792,Lipochaeta venosa (=Sci name),E,"6,984","683,820,782",99.85
792,Aupaka (Isodendrion hosakae),E,"6,984","683,827,766",99.85
794,Haha (Cyanea hamatiflora ssp. hamatiflora),E,"6,950","683,834,716",99.85
795,"Clarkia, Presidio (Clarkia franciscana)",E,"6,923","683,841,639",99.86
796,"Naupaka, dwarf (Scaevola coriacea)",E,"6,864","683,848,503",99.86
797,"Chub, Pahranagat roundtail (Gila robusta jordani)",E,"6,826","683,855,329",99.86
798,"Pigtoe, Cumberland (Pleurobema gibberum)",E,"6,600","683,861,929",99.86
798,Hau kuahiwi (Hibiscadelphus hualalaiensis),E,"6,600","683,868,529",99.86
798,"Cactus, Bakersfield (Opuntia treleasei)",E,"6,600","683,875,129",99.86
801,`Oha wai (Clermontia pyrularia),E,"6,500","683,881,629",99.86
801,"Blazingstar, Heller's (Liatris helleri)",T,"6,500","683,888,129",99.86
803,"Grasshopper, Zayante band-winged (Trimerotropis infantilis)",E,"6,400","683,894,529",99.86
803,"Dogweed, ashy (Thymophylla tephroleuca)",E,"6,400","683,900,929",99.86
805,"Silverside, Waccamaw (Menidia extensa)",T,"6,350","683,907,279",99.87
806,"Spurge, Hoover's (Chamaesyce hooveri)",T,"6,300","683,913,579",99.87
807,Haha (Cyanea grimesiana ssp. obatae),E,"6,283","683,919,862",99.87
808,"Cactus, Knowlton (Pediocactus knowltonii)",E,"6,252","683,926,114",99.87
809,"Pseudoscorpion, Tooth Cave (Tartarocreagris texana)",E,"6,230","683,932,344",99.87
810,"Taraxacum, California (Taraxacum californicum)",E,"6,200","683,938,544",99.87
810,"Tuctoria, Greene's (Tuctoria greenei)",E,"6,200","683,944,744",99.87
810,"Mustard, slender-petaled (Thelypodium stenopetalum)",E,"6,200","683,950,944",99.87
813,"Phacelia, North Park (Phacelia formosula)",E,"6,154","683,957,098",99.87
814,"Yerba santa, Lompoc (Eriodictyon capitatum)",E,"6,100","683,963,198",99.87
814,"Cactus, black lace (Echinocereus reichenbachii var. albertii)",E,"6,100","683,969,298",99.87
814,"Fern, American hart's-tongue (Asplenium scolopendrium var.americanum)",T,"6,100","683,975,398",99.88
817,"Orcutt grass, California (Orcuttia californica)",E,"6,025","683,981,423",99.88
817,"Mesa-mint, San Diego (Pogogyne abramsii)",E,"6,025","683,987,448",99.88
819,"Beetle, Tooth Cave ground (Rhadine persephone)",E,"6,017","683,993,465",99.88
820,"Sandwort, Bear Valley (Arenaria ursina)",T,"6,000","683,999,465",99.88
820,"Paintbrush, ash-grey (Castilleja cinerea)",T,"6,000","684,005,465",99.88
820,"Wild-buckwheat, southern mountain (Eriogonum kennedyi var.austromontanum)",T,"6,000","684,011,465",99.88
820,"Bluegrass, San Bernardino (Poa atropurpurea)",E,"6,000","684,017,465",99.88
820,"Snowbells, Texas (Styrax texanus)",E,"6,000","684,023,465",99.88
820,"Bluecurls, Hidden Lake (Trichostema austromontanum ssp. compactum)",T,"6,000","684,029,465",99.88
820,"Manzanita, Morro (Arctostaphylos morroensis)",T,"6,000","684,035,465",99.88
820,"Mallow, Peter's Mountain (Iliamna corei)",E,"6,000","684,041,465",99.88
820,"Checker-mallow, pedate (Sidalcea pedata)",E,"6,000","684,047,465",99.89
820,"Wooly-threads, San Joaquin (Monolopia (=Lembertia) congdonii)",E,"6,000","684,053,465",99.89
820,"Cypress, Gowen (Cupressus goveniana ssp. goveniana)",T,"6,000","684,059,465",99.89
831,"Grass, Tennessee yellow-eyed (Xyris tennesseensis)",E,"5,980","684,065,445",99.89
832,"Spider, Tooth Cave (Neoleptoneta myopica)",E,"5,930","684,071,375",99.89
833,"Wallflower, Ben Lomond (Erysimum teretifolium)",E,"5,900","684,077,275",99.89
833,"Rosemary, Etonia (Conradina etonia)",E,"5,900","684,083,175",99.89
835,"Springfish, White River (Crenichthys baileyi baileyi)",E,"5,700","684,088,875",99.89
835,"Beetle, Mount Hermon June (Polyphylla barbata)",E,"5,700","684,094,575",99.89
837,"Shiner, palezone (Notropis albizonatus)",E,"5,600","684,100,175",99.89
838,"Catspaw (=purple cat's paw pearlymussel)Entire Range; Except where listed as Experimental Populations(Epioblasma obliquata obliquata)",E,"5,500","684,105,675",99.89
838,"Isopod, Socorro (Thermosphaeroma thermophilus)",E,"5,500","684,111,175",99.9
838,"Orcutt grass, Sacramento (Orcuttia viscida)",E,"5,500","684,116,675",99.9
838,"Grass, Solano (Tuctoria mucronata)",E,"5,500","684,122,175",99.9
838,"Thistle, Sacramento Mountains (Cirsium vinaceum)",T,"5,500","684,127,675",99.9
838,"Sedge, golden (Carex lutea)",E,"5,500","684,133,175",99.9
844,Makou (Peucedanum sandwicense),T,"5,450","684,138,625",99.9
845,"Beetle, Coffin Cave mold (Batrisodes texanus)",E,"5,340","684,143,965",99.9
846,"Spurge, Garber's (Chamaesyce garberi)",T,"5,310","684,149,275",99.9
847,"Blue-star, Kearney's (Amsonia kearneyana)",E,"5,306","684,154,581",99.9
848,"Blossom, yellow (pearlymussel)Entire Range; Except where listed as Experimental Populations(Epioblasma florentina florentina)",E,"5,300","684,159,881",99.9
848,"Lupine, clover (Lupinus tidestromii)",E,"5,300","684,165,181",99.9
850,"Beardtongue, Penland (Penstemon penlandii)",E,"5,251","684,170,432",99.9
851,"Turtle, ringed map (Graptemys oculifera)",T,"5,240","684,175,672",99.9
852,"Cycladenia, Jones (Cycladenia jonesii (=humilis))",T,"5,206","684,180,878",99.91
853,`Awikiwiki (Canavalia molokaiensis),E,"5,100","684,185,978",99.91
854,"Larkspur, Baker's (Delphinium bakeri)",E,"5,062","684,191,040",99.91
855,"Vole, Florida salt marsh (Microtus pennsylvanicus dukecampbelli)",E,"5,000","684,196,040",99.91
855,Stirrupshell (Quadrula stapes),E,"5,000","684,201,040",99.91
855,"Marstonia, royal (snail) (Pyrgulopsis ogmorhaphe)",E,"5,000","684,206,040",99.91
855,"Sunburst, San Joaquin adobe (Pseudobahia peirsonii)",T,"5,000","684,211,040",99.91
855,"Cory cactus, bunched (Coryphantha ramillosa)",T,"5,000","684,216,040",99.91
855,"Wire-lettuce, Malheur (Stephanomeria malheurensis)",E,"5,000","684,221,040",99.91
855,Pelos del diablo (Aristida portoricensis),E,"5,000","684,226,040",99.91
855,Cordia bellonis (=Sci name),E,"5,000","684,231,040",99.91
855,"Cactus, Chisos Mountain hedgehog (Echinocereus chisoensis var.chisoensis)",T,"5,000","684,236,040",99.91
855,"Dropwort, Canby's (Oxypolis canbyi)",E,"5,000","684,241,040",99.91
865,"Alligator, American (Alligator mississippiensis)",SAT,"4,975","684,246,015",99.91
866,Phyllostegia velutina (=Sci name),E,"4,974","684,250,989",99.92
867,Schiedea kaalae (=Sci name),E,"4,963","684,255,952",99.92
867,Phyllostegia kaalaensis (=Sci name),E,"4,963","684,260,915",99.92
869,"Fleabane, Zuni (Erigeron rhizomatus)",T,"4,919","684,265,834",99.92
870,"Kangaroo rat, Morro Bay (Dipodomys heermanni morroensis)",E,"4,800","684,270,634",99.92
870,"Pigtoe, finerayedEntire Range; Except where listed as Experimental Populations(Fusconaia cuneolus)",E,"4,800","684,275,434",99.92
870,"Spineflower, Sonoma (Chorizanthe valida)",E,"4,800","684,280,234",99.92
870,"Reed-mustard, clay (Schoenocrambe argillacea)",T,"4,800","684,285,034",99.92
874,"Madtom, yellowfinHolston River, VA, TN (Noturus flavipinnis)",EXPN,"4,725","684,289,759",99.92
875,`O`u (honeycreeper) (Psittirostra psittacea),E,"4,680","684,294,439",99.92
875,"Thrush, large Kauai (=kamao) (Myadestes myadestinus)",E,"4,680","684,299,119",99.92
875,"Creeper, Molokai (Paroreomyza flammea)",E,"4,680","684,303,799",99.92
878,"Buttercup, autumn (Ranunculus aestivalis (=acriformis))",E,"4,600","684,308,399",99.92
879,"Heartleaf, dwarf-flowered (Hexastylis naniflora)",T,"4,520","684,312,919",99.92
880,"Manzanita, Santa Rosa Island (Arctostaphylos confertiflora)",E,"4,500","684,317,419",99.93
880,"Reed-mustard, shrubby (Schoenocrambe suffrutescens)",E,"4,500","684,321,919",99.93
882,Abutilon sandwicense (=Sci name),E,"4,463","684,326,382",99.93
883,"Bladderpod, Spring Creek (Lesquerella perforata)",E,"4,400","684,330,782",99.93
883,Kauai hau kuahiwi (Hibiscadelphus distans),E,"4,400","684,335,182",99.93
